Protocol,FIN Flag Cnt,Init Bwd Win Byts,SYN Flag Cnt,Down/Up Ratio,Src Port,Dst Port,ACK Flag Cnt,Bwd Header Len,Fwd Pkt Len Min,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Label
6,0,64240,0,0,443,53302,1,320,0,192.168.20.133-31.13.73.18-53302-443-6,31.13.73.18,443,192.168.20.133,53302,6,7/2/2020 17:44,Normal
6,1,63,0,2,80,34777,1,232,0,192.168.3.130-200.175.2.130-80-34777-6,192.168.3.130,80,200.175.2.130,34777,6,9/1/2020 16:29,Probe
6,0,64240,1,1,45530,443,0,184,0,192.168.20.133-74.214.194.140-45530-443-6,192.168.20.133,45530,74.214.194.140,443,6,5/2/2020 13:31,Normal
17,0,-1,0,3,42000,53,0,24,35,192.168.20.133-192.168.20.2-42000-53-17,192.168.20.133,42000,192.168.20.2,53,17,5/2/2020 12:33,Normal
6,0,64240,0,1,47034,443,1,100,0,172.217.19.99-192.168.20.133-443-47034-6,192.168.20.133,47034,172.217.19.99,443,6,5/2/2020 12:15,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-204.217.219.110-0-0-0,204.217.219.110,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,1,1,38384,443,0,5084,0,192.168.20.133-72.247.85.144-38384-443-6,192.168.20.133,38384,72.247.85.144,443,6,4/2/2020 12:33,Normal
0,0,-1,0,0,0,0,0,0,0,164.123.239.252-192.168.3.130-0-0-0,164.123.239.252,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,191.59.110.216-192.168.3.130-0-0-0,191.59.110.216,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,145.111.227.79-192.168.3.130-0-0-0,145.111.227.79,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,0,80,35618,1,64,0,192.168.3.130-200.175.2.130-80-35618-6,192.168.3.130,80,200.175.2.130,35618,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-110.215.191.126-0-0-0,110.215.191.126,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,0,0,1,443,55296,1,40,0,192.168.20.133-74.125.193.154-55296-443-6,74.125.193.154,443,192.168.20.133,55296,6,5/2/2020 12:32,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-22.79.132.110-0-0-0,22.79.132.110,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,2,80,44203,1,232,0,192.168.3.130-200.175.2.130-80-44203-6,192.168.3.130,80,200.175.2.130,44203,6,9/1/2020 16:29,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-77.176.144.220-0-0-0,77.176.144.220,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64240,1,1,58124,443,0,6184,0,192.168.20.133-74.125.168.9-58124-443-6,192.168.20.133,58124,74.125.168.9,443,6,5/2/2020 12:34,Normal
6,1,63,0,2,80,46236,1,232,0,192.168.3.130-200.175.2.130-80-46236-6,192.168.3.130,80,200.175.2.130,46236,6,9/1/2020 16:30,Probe
6,1,63,0,2,80,38195,1,232,0,192.168.3.130-200.175.2.130-80-38195-6,192.168.3.130,80,200.175.2.130,38195,6,9/1/2020 16:31,Probe
6,1,63,0,2,80,45843,1,232,0,192.168.3.130-200.175.2.130-80-45843-6,192.168.3.130,80,200.175.2.130,45843,6,9/1/2020 16:31,Probe
6,1,63,0,2,80,45831,1,232,0,192.168.3.130-200.175.2.130-80-45831-6,192.168.3.130,80,200.175.2.130,45831,6,9/1/2020 16:31,Probe
6,0,64240,1,1,60094,443,0,444,0,192.168.20.133-74.214.194.133-60094-443-6,192.168.20.133,60094,74.214.194.133,443,6,5/2/2020 14:07,Normal
17,0,-1,0,3,37527,53,0,24,33,192.168.20.133-192.168.20.2-37527-53-17,192.168.20.133,37527,192.168.20.2,53,17,5/2/2020 14:22,Normal
17,0,-1,0,3,58450,53,0,24,36,192.168.20.133-192.168.20.2-58450-53-17,192.168.20.133,58450,192.168.20.2,53,17,5/2/2020 14:10,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-213.29.2.7-0-0-0,213.29.2.7,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,186.77.20.230-192.168.3.130-0-0-0,186.77.20.230,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,2,80,36677,1,232,0,192.168.3.130-200.175.2.130-80-36677-6,192.168.3.130,80,200.175.2.130,36677,6,9/1/2020 16:31,Probe
6,1,63,0,2,80,44837,1,232,0,192.168.3.130-200.175.2.130-80-44837-6,192.168.3.130,80,200.175.2.130,44837,6,9/1/2020 16:30,Probe
17,0,-1,0,3,59943,53,0,24,45,192.168.20.133-192.168.20.2-59943-53-17,192.168.20.133,59943,192.168.20.2,53,17,5/2/2020 12:34,Normal
6,0,64240,0,1,57968,443,1,680,38,192.168.20.133-74.125.193.91-57968-443-6,192.168.20.133,57968,74.125.193.91,443,6,5/2/2020 13:24,Normal
6,1,63,0,2,80,35967,1,232,0,192.168.3.130-200.175.2.130-80-35967-6,192.168.3.130,80,200.175.2.130,35967,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-41.249.227.72-0-0-0,41.249.227.72,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-115.110.182.19-0-0-0,115.110.182.19,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,154.38.30.58-192.168.3.130-0-0-0,154.38.30.58,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,40903,1,232,0,192.168.3.130-200.175.2.130-80-40903-6,192.168.3.130,80,200.175.2.130,40903,6,9/1/2020 16:30,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-113.247.135.150-0-0-0,113.247.135.150,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,142.161.62.27-192.168.3.130-0-0-0,142.161.62.27,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,0,0,443,51888,1,20,0,185.220.205.205-192.168.20.133-443-51888-6,185.220.205.205,443,192.168.20.133,51888,6,5/2/2020 14:38,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-48.129.142.143-0-0-0,48.129.142.143,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64240,1,1,52684,443,0,264,0,192.168.20.133-199.232.26.217-52684-443-6,192.168.20.133,52684,199.232.26.217,443,6,4/2/2020 18:23,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-221.177.81.238-0-0-0,221.177.81.238,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64240,0,1,34380,443,1,1040,0,192.168.20.133-74.125.193.156-34380-443-6,192.168.20.133,34380,74.125.193.156,443,6,5/2/2020 12:50,Normal
6,1,63,0,2,80,34761,1,232,0,192.168.3.130-200.175.2.130-80-34761-6,192.168.3.130,80,200.175.2.130,34761,6,9/1/2020 16:31,Probe
17,0,-1,0,3,41606,53,0,24,33,192.168.20.133-192.168.20.2-41606-53-17,192.168.20.133,41606,192.168.20.2,53,17,5/2/2020 12:39,Normal
6,0,64240,0,0,443,36410,1,20,0,192.168.20.133-74.214.194.133-36410-443-6,74.214.194.133,443,192.168.20.133,36410,6,5/2/2020 14:42,Normal
17,0,-1,0,3,47283,53,0,24,30,192.168.20.133-192.168.20.2-47283-53-17,192.168.20.133,47283,192.168.20.2,53,17,5/2/2020 14:09,Normal
6,0,64240,0,0,443,43434,1,20,0,185.127.17.56-192.168.20.133-443-43434-6,185.127.17.56,443,192.168.20.133,43434,6,5/2/2020 12:26,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-192.252.74.246-0-0-0,192.252.74.246,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,58552,53,0,24,36,192.168.20.133-192.168.20.2-58552-53-17,192.168.20.133,58552,192.168.20.2,53,17,4/2/2020 18:27,Normal
17,0,-1,0,3,58321,53,0,24,34,192.168.20.133-192.168.20.2-58321-53-17,192.168.20.133,58321,192.168.20.2,53,17,5/2/2020 13:12,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-102.162.204.161-0-0-0,102.162.204.161,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-111.161.102.196-0-0-0,111.161.102.196,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,51348,53,0,24,34,192.168.20.133-192.168.20.2-51348-53-17,192.168.20.133,51348,192.168.20.2,53,17,5/2/2020 12:04,Normal
6,1,63,0,0,80,37717,1,64,0,192.168.3.130-200.175.2.130-80-37717-6,192.168.3.130,80,200.175.2.130,37717,6,9/1/2020 16:33,Probe
6,0,64240,0,0,443,53234,1,20,0,192.168.20.133-96.16.108.246-53234-443-6,96.16.108.246,443,192.168.20.133,53234,6,5/2/2020 13:38,Normal
17,0,-1,0,3,33232,53,0,24,36,192.168.20.133-192.168.20.2-33232-53-17,192.168.20.133,33232,192.168.20.2,53,17,5/2/2020 19:22,Normal
6,0,64240,1,1,41444,443,0,524,0,185.33.223.204-192.168.20.133-443-41444-6,192.168.20.133,41444,185.33.223.204,443,6,5/2/2020 14:39,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-49.204.34.160-0-0-0,49.204.34.160,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,0,1,0,39565,3880,0,60,0,192.168.3.130-200.175.2.130-3880-39565-6,200.175.2.130,39565,192.168.3.130,3880,6,9/1/2020 17:32,Probe
6,0,64240,0,1,60846,443,1,20,0,192.168.20.133-74.125.168.9-60846-443-6,192.168.20.133,60846,74.125.168.9,443,6,7/2/2020 14:44,Normal
6,1,63,0,2,80,32979,1,232,0,192.168.3.130-200.175.2.130-80-32979-6,192.168.3.130,80,200.175.2.130,32979,6,9/1/2020 16:31,Probe
6,0,215,1,1,45971,80,0,144,0,192.168.3.130-200.175.2.130-80-45971-6,200.175.2.130,45971,192.168.3.130,80,6,9/1/2020 16:29,Probe
0,0,-1,0,0,0,0,0,0,0,183.200.123.153-192.168.3.130-0-0-0,183.200.123.153,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,49435,53,0,24,36,192.168.20.133-192.168.20.2-49435-53-17,192.168.20.133,49435,192.168.20.2,53,17,5/2/2020 14:12,Normal
0,0,-1,0,0,0,0,0,0,0,156.253.215.126-192.168.3.130-0-0-0,156.253.215.126,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,1,1,33254,443,0,524,0,185.127.17.56-192.168.20.133-443-33254-6,192.168.20.133,33254,185.127.17.56,443,6,5/2/2020 14:56,Normal
6,0,215,1,1,33713,80,0,144,0,192.168.3.130-200.175.2.130-80-33713-6,200.175.2.130,33713,192.168.3.130,80,6,9/1/2020 16:29,Probe
6,1,63,0,0,80,43565,1,64,0,192.168.3.130-200.175.2.130-80-43565-6,192.168.3.130,80,200.175.2.130,43565,6,9/1/2020 16:32,Probe
6,0,215,1,1,46027,80,0,144,0,192.168.3.130-200.175.2.130-80-46027-6,200.175.2.130,46027,192.168.3.130,80,6,9/1/2020 16:30,Probe
6,0,215,1,1,38815,80,0,144,0,192.168.3.130-200.175.2.130-80-38815-6,200.175.2.130,38815,192.168.3.130,80,6,9/1/2020 16:29,Probe
6,0,64240,0,1,40342,443,1,40,0,192.168.20.133-31.13.73.35-40342-443-6,192.168.20.133,40342,31.13.73.35,443,6,5/2/2020 12:07,Normal
6,1,63,0,0,80,42856,1,64,0,192.168.3.130-200.175.2.130-80-42856-6,192.168.3.130,80,200.175.2.130,42856,6,9/1/2020 16:33,Probe
17,0,-1,0,3,39475,53,0,24,35,192.168.20.133-192.168.20.2-39475-53-17,192.168.20.133,39475,192.168.20.2,53,17,5/2/2020 13:11,Normal
17,0,-1,0,3,48297,53,0,24,30,192.168.20.133-192.168.20.2-48297-53-17,192.168.20.133,48297,192.168.20.2,53,17,5/2/2020 14:57,Normal
6,0,215,1,1,39302,80,0,144,0,192.168.3.130-200.175.2.130-80-39302-6,200.175.2.130,39302,192.168.3.130,80,6,9/1/2020 16:30,Probe
17,0,-1,0,3,35932,53,0,24,35,192.168.20.133-192.168.20.2-35932-53-17,192.168.20.133,35932,192.168.20.2,53,17,5/2/2020 12:26,Normal
0,0,-1,0,0,0,0,0,0,0,189.239.247.239-192.168.3.130-0-0-0,189.239.247.239,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,0,0,1,443,56660,1,40,0,185.127.17.56-192.168.20.133-443-56660-6,185.127.17.56,443,192.168.20.133,56660,6,5/2/2020 14:17,Normal
6,0,64240,1,1,35346,443,0,224,0,192.168.20.133-74.125.100.183-35346-443-6,192.168.20.133,35346,74.125.100.183,443,6,5/2/2020 12:29,Normal
17,0,-1,0,3,53007,53,0,24,32,192.168.20.133-192.168.20.2-53007-53-17,192.168.20.133,53007,192.168.20.2,53,17,5/2/2020 15:06,Normal
17,0,-1,0,3,37667,53,0,24,32,192.168.20.133-192.168.20.2-37667-53-17,192.168.20.133,37667,192.168.20.2,53,17,5/2/2020 14:41,Normal
17,0,-1,0,3,42267,53,0,24,33,192.168.20.133-192.168.20.2-42267-53-17,192.168.20.133,42267,192.168.20.2,53,17,5/2/2020 13:15,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-96.165.241.43-0-0-0,96.165.241.43,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,34435,1,232,0,192.168.3.130-200.175.2.130-80-34435-6,192.168.3.130,80,200.175.2.130,34435,6,9/1/2020 16:30,Probe
6,1,63,0,2,80,44921,1,232,0,192.168.3.130-200.175.2.130-80-44921-6,192.168.3.130,80,200.175.2.130,44921,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-61.194.161.24-0-0-0,61.194.161.24,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,215,1,1,35927,80,0,144,0,192.168.3.130-200.175.2.130-80-35927-6,200.175.2.130,35927,192.168.3.130,80,6,9/1/2020 16:30,Probe
6,0,64240,1,1,52452,443,0,324,0,192.168.20.133-104.26.14.12-52452-443-6,192.168.20.133,52452,104.26.14.12,443,6,5/2/2020 13:11,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-69.30.104.68-0-0-0,69.30.104.68,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-99.89.39.5-0-0-0,99.89.39.5,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-41.213.220.160-0-0-0,41.213.220.160,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,35977,1,232,0,192.168.3.130-200.175.2.130-80-35977-6,192.168.3.130,80,200.175.2.130,35977,6,9/1/2020 16:30,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-115.42.24.79-0-0-0,115.42.24.79,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,0,1,0,43657,7579,0,60,0,192.168.3.130-200.175.2.130-7579-43657-6,200.175.2.130,43657,192.168.3.130,7579,6,9/1/2020 17:32,Probe
0,0,-1,0,0,0,0,0,0,0,135.61.196.93-192.168.3.130-0-0-0,135.61.196.93,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,44079,1,232,0,192.168.3.130-200.175.2.130-80-44079-6,192.168.3.130,80,200.175.2.130,44079,6,9/1/2020 16:31,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-68.21.29.151-0-0-0,68.21.29.151,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,164.58.93.165-192.168.3.130-0-0-0,164.58.93.165,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,42215,1,232,0,192.168.3.130-200.175.2.130-80-42215-6,192.168.3.130,80,200.175.2.130,42215,6,9/1/2020 16:29,Probe
6,0,215,1,1,45255,80,0,144,0,192.168.3.130-200.175.2.130-80-45255-6,200.175.2.130,45255,192.168.3.130,80,6,9/1/2020 16:30,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-22.110.185.39-0-0-0,22.110.185.39,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,2,80,43333,1,232,0,192.168.3.130-200.175.2.130-80-43333-6,192.168.3.130,80,200.175.2.130,43333,6,9/1/2020 16:29,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-212.36.119.76-0-0-0,212.36.119.76,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,164.174.80.166-192.168.3.130-0-0-0,164.174.80.166,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-7.220.117.0-0-0-0,7.220.117.0,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,0,1,0,34429,2164,0,60,0,192.168.3.130-200.175.2.130-2164-34429-6,200.175.2.130,34429,192.168.3.130,2164,6,9/1/2020 17:32,Probe
6,0,64239,0,1,80,49742,1,20,0,192.168.20.133-87.32.97.8-49742-80-6,87.32.97.8,80,192.168.20.133,49742,6,5/2/2020 13:59,Normal
17,0,-1,0,3,33438,53,0,24,34,192.168.20.133-192.168.20.2-33438-53-17,192.168.20.133,33438,192.168.20.2,53,17,5/2/2020 13:16,Normal
6,0,64240,1,0,56802,80,0,324,0,192.168.20.133-104.16.202.237-56802-80-6,192.168.20.133,56802,104.16.202.237,80,6,5/2/2020 12:01,Normal
0,0,-1,0,0,0,0,0,0,0,182.242.128.21-192.168.3.130-0-0-0,182.242.128.21,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,32909,1,232,0,192.168.3.130-200.175.2.130-80-32909-6,192.168.3.130,80,200.175.2.130,32909,6,9/1/2020 16:29,Probe
6,0,64239,0,1,443,40062,1,20,0,192.168.20.133-52.212.78.90-40062-443-6,52.212.78.90,443,192.168.20.133,40062,6,5/2/2020 13:32,Normal
0,0,-1,0,0,0,0,0,0,0,137.66.2.7-4.0.0.0-0-0-0,137.66.2.7,0,4.0.0.0,0,0,5/2/2020 13:12,Normal
6,1,63,0,2,80,39199,1,232,0,192.168.3.130-200.175.2.130-80-39199-6,192.168.3.130,80,200.175.2.130,39199,6,9/1/2020 16:30,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-118.139.130.183-0-0-0,118.139.130.183,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,0,80,37413,1,64,0,192.168.3.130-200.175.2.130-80-37413-6,192.168.3.130,80,200.175.2.130,37413,6,9/1/2020 16:33,Probe
6,0,30016,0,1,50998,443,1,20,0,192.168.20.133-31.13.73.18-50998-443-6,192.168.20.133,50998,31.13.73.18,443,6,5/2/2020 12:18,Normal
17,0,-1,0,3,45926,53,0,24,30,192.168.20.133-192.168.20.2-45926-53-17,192.168.20.133,45926,192.168.20.2,53,17,5/2/2020 13:39,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-68.179.216.182-0-0-0,68.179.216.182,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,0,1,0,38505,5701,0,60,0,192.168.3.130-200.175.2.130-5701-38505-6,200.175.2.130,38505,192.168.3.130,5701,6,9/1/2020 17:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-33.245.130.241-0-0-0,33.245.130.241,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,129.48.230.220-192.168.3.130-0-0-0,129.48.230.220,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,0,1,0,46467,1663,0,60,0,192.168.3.130-200.175.2.130-1663-46467-6,200.175.2.130,46467,192.168.3.130,1663,6,9/1/2020 17:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-5.170.70.132-0-0-0,5.170.70.132,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,0,1,0,35111,4457,0,60,0,192.168.3.130-200.175.2.130-4457-35111-6,200.175.2.130,35111,192.168.3.130,4457,6,9/1/2020 17:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-192.8.85.146-0-0-0,192.8.85.146,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,0,1,0,34743,5816,0,60,0,192.168.3.130-200.175.2.130-5816-34743-6,200.175.2.130,34743,192.168.3.130,5816,6,9/1/2020 17:32,Probe
6,0,64240,0,1,58008,443,1,460,38,192.168.20.133-74.125.193.93-58008-443-6,192.168.20.133,58008,74.125.193.93,443,6,7/2/2020 16:15,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-46.46.40.242-0-0-0,46.46.40.242,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,0,0,443,49474,1,20,0,192.168.20.133-74.125.100.106-49474-443-6,74.125.100.106,443,192.168.20.133,49474,6,7/2/2020 14:06,Normal
6,0,215,1,1,46776,80,0,144,0,192.168.3.130-200.175.2.130-80-46776-6,200.175.2.130,46776,192.168.3.130,80,6,9/1/2020 16:32,Probe
17,0,-1,0,1,53,48819,0,8,95,192.168.20.129-192.168.20.2-48819-53-17,192.168.20.2,53,192.168.20.129,48819,17,5/2/2020 13:34,Normal
6,0,64239,0,1,80,57428,1,20,0,192.168.20.133-104.18.43.217-57428-80-6,104.18.43.217,80,192.168.20.133,57428,6,5/2/2020 12:08,Normal
6,0,64240,0,0,443,34332,1,20,0,192.168.20.133-96.16.109.251-34332-443-6,96.16.109.251,443,192.168.20.133,34332,6,7/2/2020 13:52,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-102.142.130.234-0-0-0,102.142.130.234,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,0,1,42008,443,1,120,0,192.168.20.133-74.125.193.189-42008-443-6,192.168.20.133,42008,74.125.193.189,443,6,7/2/2020 15:24,Normal
17,0,-1,0,3,42649,53,0,24,33,192.168.20.133-192.168.20.2-42649-53-17,192.168.20.133,42649,192.168.20.2,53,17,7/2/2020 15:40,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-30.72.251.76-0-0-0,30.72.251.76,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,45815,1,232,0,192.168.3.130-200.175.2.130-80-45815-6,192.168.3.130,80,200.175.2.130,45815,6,9/1/2020 16:30,Probe
0,0,-1,0,0,0,0,0,0,0,161.22.58.154-192.168.3.130-0-0-0,161.22.58.154,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64240,0,0,443,43552,1,20,0,192.168.20.133-99.84.8.103-43552-443-6,99.84.8.103,443,192.168.20.133,43552,6,31/12/2019 02:29:43 PM,Normal
6,1,63,0,2,80,41575,1,232,0,192.168.3.130-200.175.2.130-80-41575-6,192.168.3.130,80,200.175.2.130,41575,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-221.102.175.43-0-0-0,221.102.175.43,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-123.161.102.241-0-0-0,123.161.102.241,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
17,0,-1,0,3,43785,53,0,24,30,192.168.20.133-192.168.20.2-43785-53-17,192.168.20.133,43785,192.168.20.2,53,17,5/2/2020 14:04,Normal
17,0,-1,0,3,33579,53,0,24,36,192.168.20.133-192.168.20.2-33579-53-17,192.168.20.133,33579,192.168.20.2,53,17,5/2/2020 14:46,Normal
6,0,64240,1,1,49706,443,0,764,0,185.127.17.56-192.168.20.133-443-49706-6,192.168.20.133,49706,185.127.17.56,443,6,5/2/2020 13:41,Normal
6,0,181,0,1,57924,80,1,160,0,192.168.3.130-200.175.2.130-80-57924-6,200.175.2.130,57924,192.168.3.130,80,6,9/1/2020 19:50,DoS
6,0,64240,0,0,443,39568,1,20,0,192.168.20.133-13.224.69.44-39568-443-6,13.224.69.44,443,192.168.20.133,39568,6,7/2/2020 14:17,Normal
6,1,63,0,2,80,40003,1,232,0,192.168.3.130-200.175.2.130-80-40003-6,192.168.3.130,80,200.175.2.130,40003,6,9/1/2020 16:31,Probe
17,0,-1,0,3,43493,53,0,24,35,192.168.20.133-192.168.20.2-43493-53-17,192.168.20.133,43493,192.168.20.2,53,17,5/2/2020 14:15,Normal
6,0,215,1,1,41479,80,0,144,0,192.168.3.130-200.175.2.130-80-41479-6,200.175.2.130,41479,192.168.3.130,80,6,9/1/2020 16:30,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-89.126.185.16-0-0-0,89.126.185.16,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,1,1,50404,443,0,224,0,192.168.20.133-213.254.244.18-50404-443-6,192.168.20.133,50404,213.254.244.18,443,6,4/2/2020 18:26,Normal
0,0,-1,0,0,0,0,0,0,0,140.143.200.113-192.168.3.130-0-0-0,140.143.200.113,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,191.195.114.187-192.168.3.130-0-0-0,191.195.114.187,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,2,80,46243,1,232,0,192.168.3.130-200.175.2.130-80-46243-6,192.168.3.130,80,200.175.2.130,46243,6,9/1/2020 16:29,Probe
6,1,63,0,2,80,39953,1,232,0,192.168.3.130-200.175.2.130-80-39953-6,192.168.3.130,80,200.175.2.130,39953,6,9/1/2020 16:31,Probe
6,1,64239,0,0,39954,443,1,40,0,192.168.20.133-216.52.2.19-39954-443-6,192.168.20.133,39954,216.52.2.19,443,6,5/2/2020 13:34,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-18.110.140.21-0-0-0,18.110.140.21,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,215,1,1,33769,80,0,144,0,192.168.3.130-200.175.2.130-80-33769-6,200.175.2.130,33769,192.168.3.130,80,6,9/1/2020 16:30,Probe
6,1,63,0,2,80,38973,1,232,0,192.168.3.130-200.175.2.130-80-38973-6,192.168.3.130,80,200.175.2.130,38973,6,9/1/2020 16:29,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-37.21.81.150-0-0-0,37.21.81.150,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-68.229.90.188-0-0-0,68.229.90.188,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,0,1,0,50304,1702,0,40,0,192.168.3.130-200.175.2.130-1702-50304-6,200.175.2.130,50304,192.168.3.130,1702,6,9/1/2020 17:47,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-41.150.130.68-0-0-0,41.150.130.68,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64240,0,1,56154,443,1,40,0,192.168.20.133-104.103.192.172-56154-443-6,192.168.20.133,56154,104.103.192.172,443,6,4/2/2020 12:42,Normal
6,0,215,1,1,38945,80,0,144,0,192.168.3.130-200.175.2.130-80-38945-6,200.175.2.130,38945,192.168.3.130,80,6,9/1/2020 16:30,Probe
