Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
185.127.17.56-192.168.20.133-443-56592-6,192.168.20.133,56592,185.127.17.56,443,6,5/2/2020 14:16,3170505,13,12,1067.0,26137.0,517,0,82.07692308,183.0980892,6500,0,2178.083333,2426.561445,8580.336571,7.885179175,132104.375,631953.9905,3098938.0,12.0,3156672.0,263056.0,893577.2678,3100474.0,156.0,3160075.0,287279.5455,933075.4923,3100547.0,334.0,0,0,0,0,260,264,4.100293171000001,3.784886004,0,6500,1046.307692,1936.232316,3748995.582,0,1,0,0,0,0,0,0,0,1088.16,82.07692308,2178.083333,0,0,0,0,0,0,13,1067,12,26137,-1,64240,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
148.179.252.252-192.168.3.130-0-0-0,148.179.252.252,0,192.168.3.130,0,0,10/1/2020 5:57,14,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0,0,0,0,0,0,0.0,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
185.127.17.56-192.168.20.133-443-60370-6,185.127.17.56,443,192.168.20.133,60370,6,5/2/2020 14:46,5283,5,5,11700.0,0.0,5200,0,2340.0,2136.117974,0,0,0.0,0.0,2214650.767,1892.863903,587.0,1410.329394,4319.0,-20.0,5257.0,1314.25,2030.404947,4319.0,2.0,5283.0,1320.75,2026.360346,4341.0,5.0,0,0,0,0,100,100,946.4319515,946.4319515,0,5200,1063.636364,1821.687529,3318545.455,0,0,0,0,1,0,0,0,1,1170.0,2340.0,0.0,0,0,0,0,0,0,5,11700,5,0,-1,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.133-192.168.20.2-36121-53-17,192.168.20.133,36121,192.168.20.2,53,17,4/2/2020 18:30,3570,1,3,36.0,557.0,36,36,36.0,0.0,366,36,185.6666667,167.1237067,166106.4426,1120.448179,1190.0,1211.778445,2589.0,468.0,0.0,0.0,0.0,0.0,0.0,3570.0,1785.0,1798.8796510000002,3057.0,513.0,0,0,0,0,8,24,280.11204480000004,840.3361345000002,36,366,125.8,143.82350290000005,20685.2,0,0,0,0,0,0,0,0,3,157.25,36.0,185.6666667,0,0,0,0,0,0,1,36,3,557,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.3.130-200.175.2.130-80-45929-6,192.168.3.130,80,200.175.2.130,45929,6,9/1/2020 16:29,61938493,3,7,30.0,30.0,30,0,10.0,17.32050808,30,0,4.285714286,11.33893419,0.968702936,0.161450489,6882054.778,20600000.0,61900000.0,11.0,1935.0,967.5,1185.818072,1806.0,129.0,61900000.0,10300000.0,25300000.0,61900000.0,231.0,0,0,0,0,104,232,0.048435147,0.1130153419999999,0,30,5.454545455,12.13559752,147.2727273,1,0,0,0,1,0,0,0,2,6.0,10.0,4.285714286,0,0,0,0,0,0,3,30,7,30,-1,63,1,0,2914.0,0.0,2914.0,2914.0,61900000.0,0.0,61900000.0,61900000.0,Probe
192.168.20.133-192.168.20.2-40841-53-17,192.168.20.133,40841,192.168.20.2,53,17,7/2/2020 19:22,3235,1,3,60.0,768.0,60,60,60.0,0.0,507,60,256.0,228.5191458,255950.54100000003,1236.476043,1078.333333,1586.383413,2908.0,87.0,0.0,0.0,0.0,0.0,0.0,3235.0,1617.5,2164.453857,3148.0,87.0,0,0,0,0,8,24,309.1190108,927.3570325,60,507,177.6,193.9981959,37635.3,0,0,0,0,0,0,0,0,3,222.0,60.0,256.0,0,0,0,0,0,0,1,60,3,768,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
157.181.187.146-192.168.3.130-0-0-0,157.181.187.146,0,192.168.3.130,0,0,10/1/2020 5:56,24,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,83333.33333,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,24.0,24.0,0,0,0,0,0,0,0.0,83333.33333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-200.175.2.130-8180-39463-6,200.175.2.130,39463,192.168.3.130,8180,6,10/1/2020 1:40,13849,4,4,30.0,30.0,30,0,7.5,15.0,30,0,7.5,15.0,4332.442776,577.6590368,1978.428571,2826.690636,7980.0,13.0,11020.0,3673.333333,4803.751173,9182.0,356.0,5513.0,1837.666667,2223.320115,4314.0,13.0,0,0,0,0,128,144,288.8295184,288.8295184,0,30,6.666666667,13.22875656,175.0,0,1,0,0,0,0,0,0,1,7.5,7.5,7.5,0,0,0,0,0,0,4,30,4,30,-1,215,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
189.185.164.58-192.168.3.130-0-0-0,189.185.164.58,0,192.168.3.130,0,0,10/1/2020 5:57,20,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0,0,0,0,0,0,0.0,100000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.20.133-104.17.98.21-38978-443-6,104.17.98.21,443,192.168.20.133,38978,6,5/2/2020 12:22,3906,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,768.0491551,1953.0,2603.567168,3794.0,112.0,3794.0,3794.0,0.0,3794.0,3794.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,512.0327701,256.016385,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
172.217.164.99-192.168.20.133-443-51494-6,192.168.20.133,51494,172.217.164.99,443,6,5/2/2020 12:30,64527652,26,32,6585.0,5229.0,1277,0,253.26923080000003,439.1637105,2600,0,163.40625,494.1115102,183.0843,0.898839462,1132064.07,7725539.364,58200000.0,-20.0,64400000.0,2575445.92,11600000.0,58200000.0,23.0,64500000.0,2080166.258,10500000.0,58200000.0,1.0,0,0,0,0,520,664,0.402928035,0.495911427,0,2600,200.2372881,465.1061554,216323.7358,0,1,0,0,0,0,0,0,1,203.6896552,253.26923080000003,163.40625,0,0,0,0,0,0,26,6585,32,5229,-1,64240,20,0,6107412.0,0.0,6107412.0,6107412.0,58200000.0,0.0,58200000.0,58200000.0,Normal
192.168.3.130-28.201.7.241-0-0-0,28.201.7.241,0,192.168.3.130,0,0,10/1/2020 5:56,19,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.1579,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,19.0,19.0,0,0,0,0,0,0,0.0,105263.1579,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-200.175.2.130-80-41081-6,192.168.3.130,80,200.175.2.130,41081,6,9/1/2020 16:29,61128301,3,7,30.0,30.0,30,0,10.0,17.32050808,30,0,4.285714286,11.33893419,0.981542085,0.163590347,6792033.444,20400000.0,61100000.0,14.0,1916.0,958.0,1139.856131,1764.0,152.0,61100000.0,10200000.0,25000000.0,61100000.0,157.0,0,0,0,0,104,232,0.049077104,0.114513243,0,30,5.454545455,12.13559752,147.2727273,1,0,0,0,1,0,0,0,2,6.0,10.0,4.285714286,0,0,0,0,0,0,3,30,7,30,-1,63,1,0,1769.0,0.0,1769.0,1769.0,61100000.0,0.0,61100000.0,61100000.0,Probe
135.182.245.107-192.168.3.130-0-0-0,135.182.245.107,0,192.168.3.130,0,0,10/1/2020 5:56,19,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.1579,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,19.0,19.0,0,0,0,0,0,0,0.0,105263.1579,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-200.175.2.130-80-35779-6,200.175.2.130,35779,192.168.3.130,80,6,9/1/2020 16:29,3816,4,4,30.0,30.0,30,0,7.5,15.0,30,0,7.5,15.0,15723.27044,2096.436059,545.1428571,671.5716464,1593.0,13.0,2384.0,794.6666667000001,824.5631166000001,1743.0,247.0,1829.0,609.6666667000001,928.9738066,1680.0,13.0,0,0,0,0,128,144,1048.218029,1048.218029,0,30,6.666666667,13.22875656,175.0,0,1,0,0,0,0,0,0,1,7.5,7.5,7.5,0,0,0,0,0,0,4,30,4,30,-1,215,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe
192.168.3.130-200.175.2.130-80-43478-6,192.168.3.130,80,200.175.2.130,43478,6,9/1/2020 16:31,1990,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1005.025126,1990.0,0.0,1990.0,1990.0,0.0,0.0,0.0,0.0,0.0,1990.0,1990.0,0.0,1990.0,1990.0,0,0,0,0,0,64,0.0,1005.025126,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe
192.168.3.130-35.5.132.32-0-0-0,35.5.132.32,0,192.168.3.130,0,0,10/1/2020 5:56,14,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0,0,0,0,0,0,0.0,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.20.133-192.168.20.2-57119-53-17,192.168.20.133,57119,192.168.20.2,53,17,5/2/2020 12:18,3497,1,3,38.0,974.0,38,38,38.0,0.0,488,38,324.6666667,249.0649179,289390.9065,1143.837575,1165.666667,1851.924495,3304.0,80.0,0.0,0.0,0.0,0.0,0.0,3497.0,1748.5,2312.946281,3384.0,113.0,0,0,0,0,8,24,285.9593938,857.8781812999998,38,488,210.0,235.9449088,55670.0,0,0,0,0,0,0,0,0,3,262.5,38.0,324.6666667,0,0,0,0,0,0,1,38,3,974,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
130.29.44.41-192.168.3.130-0-0-0,130.29.44.41,0,192.168.3.130,0,0,10/1/2020 5:57,22,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90909.09091,22.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,22.0,22.0,0,0,0,0,0,0,0.0,90909.09091,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.20.133-192.168.20.2-57255-53-17,192.168.20.133,57255,192.168.20.2,53,17,5/2/2020 13:15,35930,1,3,34.0,647.0,34,34,34.0,0.0,438,34,215.6666667,205.047149,18953.52073,111.3275814,11976.66667,18386.97779,33152.0,53.0,0.0,0.0,0.0,0.0,0.0,35930.0,17965.0,21477.66137,33152.0,2778.0,0,0,0,0,8,24,27.83189535,83.49568606,34,438,143.0,175.8493674,30923.0,0,0,0,0,0,0,0,0,3,178.75,34.0,215.6666667,0,0,0,0,0,0,1,34,3,647,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.3.130-200.175.2.130-80-44485-6,192.168.3.130,80,200.175.2.130,44485,6,9/1/2020 16:33,5423,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,368.7995574,5423.0,0.0,5423.0,5423.0,0.0,0.0,0.0,0.0,0.0,5423.0,5423.0,0.0,5423.0,5423.0,0,0,0,0,0,64,0.0,368.7995574,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe
192.168.3.130-66.252.208.142-0-0-0,66.252.208.142,0,192.168.3.130,0,0,10/1/2020 5:56,17,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,117647.0588,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,17.0,17.0,0,0,0,0,0,0,0.0,117647.0588,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-219.2.130.235-0-0-0,219.2.130.235,0,192.168.3.130,0,0,10/1/2020 5:56,73,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27397.26027,73.0,0.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0,73.0,73.0,0,0,0,0,0,0,0.0,27397.26027,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.20.133-192.168.20.2-38411-53-17,192.168.20.133,38411,192.168.20.2,53,17,7/2/2020 16:05,4115,1,3,33.0,755.0,33,33,33.0,0.0,379,33,251.6666667,190.2244289,191494.5322,972.0534629,1371.666667,2255.431297,3976.0,62.0,0.0,0.0,0.0,0.0,0.0,4115.0,2057.5,2800.84996,4038.0,77.0,0,0,0,0,8,24,243.01336569999995,729.0400972,33,379,164.2,180.10330369999997,32437.2,0,0,0,0,0,0,0,0,3,205.25,33.0,251.6666667,0,0,0,0,0,0,1,33,3,755,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
185.127.17.56-192.168.20.133-443-55194-6,192.168.20.133,55194,185.127.17.56,443,6,5/2/2020 14:05,140086,14,15,1067.0,26137.0,517,0,76.21428571,177.27734840000002,5200,0,1742.466667,1873.040266,194194.9945,207.0156904,5003.071429,12931.70558,64502.0,-20.0,126416.0,9724.307692,18579.22174,66234.0,19.0,135110.0,9650.714286,17718.80577,65983.0,2.0,0,0,0,0,280,324,99.93860914,107.0770812,0,5200,906.8,1558.956955,2430346.786,0,1,0,0,0,0,0,0,1,938.0689655,76.21428571,1742.466667,0,0,0,0,0,0,14,1067,15,26137,-1,64240,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.3.130-20.93.128.197-0-0-0,20.93.128.197,0,192.168.3.130,0,0,10/1/2020 5:57,14,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0,0,0,0,0,0,0.0,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-200.175.2.130-4791-37215-6,200.175.2.130,37215,192.168.3.130,4791,6,9/1/2020 17:32,4,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,0,60,0.0,500000.0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe
192.168.3.130-49.30.132.247-0-0-0,49.30.132.247,0,192.168.3.130,0,0,10/1/2020 5:56,9,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,222222.2222,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,0,0,0,0,0,0,0.0,222222.2222,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-21.242.61.61-0-0-0,21.242.61.61,0,192.168.3.130,0,0,10/1/2020 5:56,13,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,153846.1538,13.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,0,0,0,0,0,0,0.0,153846.1538,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-195.2.89.192-0-0-0,195.2.89.192,0,192.168.3.130,0,0,10/1/2020 5:56,18,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.1111,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,18.0,18.0,0,0,0,0,0,0,0.0,111111.1111,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.20.133-192.168.20.2-36199-53-17,192.168.20.133,36199,192.168.20.2,53,17,5/2/2020 14:01,3956,1,3,32.0,502.0,32,32,32.0,0.0,345,32,167.33333330000002,160.736845,134984.8332,1011.122346,1318.666667,2098.912179,3742.0,75.0,0.0,0.0,0.0,0.0,0.0,3956.0,1978.0,2600.738741,3817.0,139.0,0,0,0,0,8,24,252.78058650000003,758.3417594,32,345,113.2,135.6934044,18412.7,0,0,0,0,0,0,0,0,3,141.5,32.0,167.33333330000002,0,0,0,0,0,0,1,32,3,502,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.3.130-200.175.2.130-80-43681-6,192.168.3.130,80,200.175.2.130,43681,6,9/1/2020 16:31,61666620,3,7,30.0,30.0,30,0,10.0,17.32050808,30,0,4.285714286,11.33893419,0.972973709,0.162162285,6851846.667,20500000.0,61600000.0,7.0,17381.0,8690.5,10863.28148,16372.0,1009.0,61700000.0,10300000.0,25100000.0,61600000.0,3459.0,0,0,0,0,104,232,0.048648685,0.113513599,0,30,5.454545455,12.13559752,147.2727273,1,0,0,0,1,0,0,0,2,6.0,10.0,4.285714286,0,0,0,0,0,0,3,30,7,30,-1,63,1,0,29321.0,0.0,29321.0,29321.0,61600000.0,0.0,61600000.0,61600000.0,Probe
192.168.20.133-192.168.20.2-52010-53-17,192.168.20.133,52010,192.168.20.2,53,17,7/2/2020 14:07,3443,1,3,34.0,690.0,34,34,34.0,0.0,334,34,230.0,169.84698999999995,210281.73100000003,1161.77752,1147.666667,1792.242822,3217.0,90.0,0.0,0.0,0.0,0.0,0.0,3443.0,1721.5,2242.235603,3307.0,136.0,0,0,0,0,8,24,290.44437989999994,871.3331397,34,334,151.6,161.0863123,25948.8,0,0,0,0,0,0,0,0,3,189.5,34.0,230.0,0,0,0,0,0,0,1,34,3,690,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.3.130-196.25.134.181-0-0-0,196.25.134.181,0,192.168.3.130,0,0,10/1/2020 5:57,25,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,80000.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,0,0,0,0,0,0,0.0,80000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-219.196.241.76-0-0-0,219.196.241.76,0,192.168.3.130,0,0,10/1/2020 5:56,46,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,43478.26087,46.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,46.0,46.0,0,0,0,0,0,0,0.0,43478.26087,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.20.133-93.184.220.29-33316-80-6,192.168.20.133,33316,93.184.220.29,80,6,4/2/2020 18:27,22315315,3,4,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.313685915,3719219.167,5098994.124,10200000.0,1702.0,12100000.0,6037623.0,5943157.543,10200000.0,1835176.0,20500000.0,6827319.333,5910511.102000001,10200000.0,2449.0,0,0,0,0,60,80,0.1344368209999999,0.179249094,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,3,0,4,0,-1,64240,0,0,2075.5,528.2087655,2449.0,1702.0,10200000.0,528.9158723,10200000.0,10200000.0,Normal
185.127.17.56-192.168.20.133-443-45206-6,185.127.17.56,443,192.168.20.133,45206,6,5/2/2020 12:53,11893,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,252.2492222,5946.5,8177.689923999998,11729.0,164.0,11729.0,11729.0,0.0,11729.0,11729.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,168.16614819999995,84.08307408,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.3.130-200.175.2.130-80-34349-6,192.168.3.130,80,200.175.2.130,34349,6,9/1/2020 16:31,62148735,3,7,30.0,30.0,30,0,10.0,17.32050808,30,0,4.285714286,11.33893419,0.965425925,0.160904321,6905415.0,20700000.0,62100000.0,11.0,74699.0,37349.5,21971.92901,52886.0,21813.0,62100000.0,10400000.0,25300000.0,62100000.0,1515.0,0,0,0,0,104,232,0.048271296,0.112633025,0,30,5.454545455,12.13559752,147.2727273,1,0,0,0,1,0,0,0,2,6.0,10.0,4.285714286,0,0,0,0,0,0,3,30,7,30,-1,63,1,0,1633.0,0.0,1633.0,1633.0,62100000.0,0.0,62100000.0,62100000.0,Probe
192.168.3.130-33.37.200.231-0-0-0,33.37.200.231,0,192.168.3.130,0,0,10/1/2020 5:57,19,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.1579,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,19.0,19.0,0,0,0,0,0,0,0.0,105263.1579,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-200.175.2.130-80-36821-6,192.168.3.130,80,200.175.2.130,36821,6,9/1/2020 16:32,69131,3,7,30.0,30.0,30,0,10.0,17.32050808,30,0,4.285714286,11.33893419,867.9174321,144.6529054,7681.222222,9550.249379,29999.0,7.0,13158.0,6579.0,8885.503812,12862.0,296.0,69131.0,11521.83333,9672.39479,29999.0,5339.0,0,0,0,0,104,232,43.39587161,101.2570337,0,30,5.454545455,12.13559752,147.2727273,1,0,0,0,1,0,0,0,2,6.0,10.0,4.285714286,0,0,0,0,0,0,3,30,7,30,-1,63,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe
192.168.20.133-74.125.193.91-33640-443-6,192.168.20.133,33640,74.125.193.91,443,6,7/2/2020 17:25,110035408,17,26,3653.0,1684.0,556,38,214.8823529,240.1140048,557,0,64.76923077,123.7133162,48.50256928,0.390783301,2619890.667,6726929.228999998,25000000.0,2.0,110000000.0,6876854.562999999,9616935.011,25000000.0,108.0,110000000.0,4401416.32,8316531.271000002,25000000.0,2.0,0,1,0,0,340,520,0.154495724,0.236287578,0,557,133.9545455,199.9917387,39996.69556,0,0,0,1,1,0,0,0,1,137.06976740000002,214.8823529,64.76923077,0,0,0,0,0,0,17,3653,26,1684,-1,64240,17,0,29560.0,2847.621815,33219.0,27090.0,18300000.0,5167595.719,25000000.0,14800000.0,Normal
